InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
521650,P1098,Yoga Mat,Books,2,2025-11-07 14:32:00,7.04,12166.0,India,14.08
520192,P1015,T-Shirt,Electronics,5,2025-11-07 14:46:00,214.12,12339.0,Italy,1070.6
519790,P1018,Moisturizer,Office,1,2025-11-07 14:51:00,66.59,10293.0,India,66.59
502821,P1112,Building Blocks,Electronics,3,2025-11-07 14:54:00,116.48,11155.0,Canada,349.44
502940,P1072,Jeans,Beauty,8,2025-11-07 14:55:00,23.12,11987.0,India,184.96
516181,P1093,Water Bottle,Sports,2,2025-11-07 14:56:00,114.11,10274.0,Canada,228.22
510799,P1040,Pen Set,Toys,4,2025-11-07 15:00:00,26.88,11690.0,India,107.52
529388,P1088,USB Cable,Office,2,2025-11-07 15:03:00,23.31,10358.0,India,46.62
502392,P1033,Power Bank,Fashion,5,2025-11-07 15:13:00,29.58,10181.0,United Kingdom,147.9
517668,P1082,Study Guide,Home & Kitchen,3,2025-11-07 15:17:00,117.68,10372.0,Spain,353.04
531270,P1074,Moisturizer,Home & Kitchen,2,2025-11-07 15:22:00,10.2,11617.0,India,20.4
512954,P1034,Keyboard,Beauty,3,2025-11-07 15:23:00,61.99,10123.0,United Kingdom,185.97
516864,P1057,Wireless Headphones,Fashion,4,2025-11-07 15:31:00,75.97,11929.0,Australia,303.88
531413,P1087,Smart Watch,Fashion,3,2025-11-07 15:35:00,19.43,12152.0,United Kingdom,58.29
513213,P1077,Cookware Set,Office,5,2025-11-07 15:42:00,53.41,10909.0,United Kingdom,267.05
505136,P1020,Shampoo,Sports,3,2025-11-07 15:46:00,29.71,11080.0,United Kingdom,89.13
515647,P1031,Smart Watch,Beauty,3,2025-11-07 15:54:00,76.49,10770.0,United Kingdom,229.47
500214,P1073,Face Wash,Home & Kitchen,3,2025-11-07 16:19:00,82.9,11099.0,India,248.7
502149,P1071,T-Shirt,Fashion,2,2025-11-07 16:21:00,30.74,11336.0,India,61.48
507689,P1038,Backpack,Electronics,4,2025-11-07 16:39:00,45.27,10184.0,France,181.08
513301,P1083,Board Game,Office,5,2025-11-07 16:42:00,37.49,10373.0,United Kingdom,187.45
524524,P1066,Backpack,Toys,5,2025-11-07 16:43:00,75.75,10736.0,India,378.75
530749,P1072,Jeans,Beauty,1,2025-11-07 17:32:00,17.82,12337.0,United Kingdom,17.82
527497,P1063,Wireless Mouse,Office,2,2025-11-07 17:52:00,44.63,11871.0,Australia,89.26
502210,P1054,Study Guide,Beauty,3,2025-11-07 18:10:00,66.52,12094.0,India,199.56
513947,P1048,Shampoo,Books,2,2025-11-07 18:56:00,19.33,10422.0,Netherlands,38.66
510576,P1034,Keyboard,Beauty,3,2025-11-07 19:16:00,52.64,10646.0,Canada,157.92
508378,P1007,Wireless Mouse,Books,1,2025-11-07 19:22:00,11.15,10678.0,India,11.15
509155,P1102,Moisturizer,Fashion,4,2025-11-07 19:33:00,59.74,11196.0,India,238.96
525759,P1067,Notebook,Home & Kitchen,3,2025-11-07 19:35:00,29.32,12446.0,Germany,87.96
523364,P1078,Storage Box,Sports,4,2025-11-07 19:36:00,16.68,11633.0,Australia,66.72
531123,P1075,Lip Balm,Electronics,2,2025-11-07 19:37:00,60.24,12082.0,France,120.48
513046,P1052,Bedsheet,Home & Kitchen,3,2025-11-07 19:39:00,27.96,10158.0,India,83.88
508507,P1067,Notebook,Home & Kitchen,2,2025-11-07 19:44:00,33.51,11621.0,United Kingdom,67.02
511562,P1117,Power Bank,Beauty,2,2025-11-07 19:59:00,62.46,11368.0,Australia,124.92
527346,P1096,Pen Set,Beauty,3,2025-11-07 20:50:00,71.7,12337.0,France,215.1
519334,P1084,Building Blocks,Home & Kitchen,6,2025-11-07 21:07:00,90.63,11537.0,Australia,543.78
516101,P1066,Backpack,Toys,2,2025-11-07 21:22:00,83.14,11414.0,India,166.28
513752,P1023,Coffee Mug,Electronics,4,2025-11-07 21:27:00,93.7,10439.0,India,374.8
503798,P1099,T-Shirt,Fashion,4,2025-11-08 08:09:00,89.04,11617.0,United Kingdom,356.16
500711,P1030,Bluetooth Speaker,Fashion,2,2025-11-08 08:12:00,65.19,12129.0,India,130.38
518049,P1062,Keyboard,Office,3,2025-11-08 08:20:00,33.09,12394.0,Germany,99.27
505786,P1077,Cookware Set,Office,3,2025-11-08 08:21:00,54.12,10586.0,India,162.36
510967,P1043,T-Shirt,Toys,3,2025-11-08 08:44:00,6.42,11054.0,India,19.26
503360,P1030,Bluetooth Speaker,Fashion,3,2025-11-08 08:59:00,58.28,11291.0,France,174.84
525036,P1012,Pen Set,Electronics,1,2025-11-08 09:22:00,144.64,10904.0,India,144.64
528496,P1036,Desk Lamp,Office,5,2025-11-08 09:28:00,15.51,10181.0,India,77.55
522018,P1103,Lip Balm,Electronics,6,2025-11-08 09:32:00,63.88,10603.0,Canada,383.28
523983,P1120,Desk Lamp,Fashion,2,2025-11-08 09:48:00,66.16,10542.0,Germany,132.32
523823,P1026,Study Guide,Office,2,2025-11-08 10:11:00,27.92,11626.0,India,55.84
507186,P1046,Moisturizer,Sports,6,2025-11-08 10:11:00,113.52,12457.0,Australia,681.12
520116,P1071,T-Shirt,Fashion,4,2025-11-08 10:17:00,31.56,10892.0,United Kingdom,126.24
502455,P1050,Storage Box,Electronics,2,2025-11-08 10:25:00,163.37,12189.0,United Kingdom,326.74
527931,P1056,Building Blocks,Office,3,2025-11-08 10:34:00,18.57,10191.0,India,55.71
519950,P1087,Smart Watch,Fashion,5,2025-11-08 10:36:00,20.94,10566.0,Australia,104.7
520661,P1078,Storage Box,Sports,2,2025-11-08 10:49:00,21.08,11220.0,United States,42.16
525120,P1067,Notebook,Home & Kitchen,4,2025-11-08 10:54:00,26.62,11296.0,Netherlands,106.48
517942,P1011,Notebook,Electronics,1,2025-11-08 11:07:00,67.84,10119.0,India,67.84
520207,P1066,Backpack,Toys,3,2025-11-08 11:12:00,94.87,10708.0,India,284.61
502966,P1024,Bedsheet,Toys,4,2025-11-08 11:29:00,98.11,12122.0,United Kingdom,392.44
526363,P1010,Backpack,Beauty,3,2025-11-08 11:35:00,57.42,10102.0,Netherlands,172.26
508468,P1016,Jeans,Fashion,2,2025-11-08 11:55:00,54.86,10116.0,Netherlands,109.72
513796,P1009,Water Bottle,Fashion,3,2025-11-08 12:19:00,40.73,11220.0,Canada,122.19
516502,P1030,Bluetooth Speaker,Fashion,4,2025-11-08 12:39:00,60.51,10077.0,United Kingdom,242.04
501728,P1043,T-Shirt,Toys,6,2025-11-08 13:13:00,5.08,10142.0,Germany,30.48
525653,P1107,Coffee Mug,Beauty,3,2025-11-08 13:13:00,51.19,12335.0,Germany,153.57
508382,P1049,Cookware Set,Electronics,4,2025-11-08 13:15:00,48.84,10185.0,United Kingdom,195.36
529782,P1048,Shampoo,Books,2,2025-11-08 13:20:00,18.07,11444.0,United Kingdom,36.14
507097,P1003,Smart Watch,Fashion,6,2025-11-08 13:39:00,96.19,10158.0,United Kingdom,577.14
500745,P1105,Cookware Set,Office,2,2025-11-08 13:44:00,9.01,10606.0,Netherlands,18.02
505322,P1038,Backpack,Electronics,1,2025-11-08 13:56:00,41.21,11429.0,France,41.21
507929,P1076,Shampoo,Fashion,7,2025-11-08 14:04:00,99.37,12043.0,India,695.59
531037,P1038,Backpack,Electronics,3,2025-11-08 14:12:00,47.49,10530.0,India,142.47
504559,P1093,Water Bottle,Sports,4,2025-11-08 14:35:00,126.61,11980.0,France,506.44
525448,P1106,Storage Box,Beauty,3,2025-11-08 14:57:00,10.96,10454.0,Germany,32.88
516680,P1088,USB Cable,Office,1,2025-11-08 15:02:00,20.23,12499.0,France,20.23
525714,P1007,Wireless Mouse,Books,3,2025-11-08 15:16:00,9.81,10394.0,United Kingdom,29.43
504256,P1113,Wireless Headphones,Fashion,3,2025-11-08 15:52:00,105.73,10141.0,Spain,317.19
507099,P1014,Yoga Mat,Toys,5,2025-11-08 16:03:00,52.34,10415.0,India,261.7
523620,P1017,Face Wash,Books,3,2025-11-08 16:20:00,37.83,11059.0,India,113.49
529265,P1099,T-Shirt,Fashion,8,2025-11-08 16:30:00,89.62,10477.0,Netherlands,716.96
517601,P1102,Moisturizer,Fashion,6,2025-11-08 16:38:00,60.16,11216.0,Germany,360.96
529006,P1118,Keyboard,Fashion,2,2025-11-08 16:43:00,118.16,10566.0,India,236.32
525323,P1093,Water Bottle,Sports,3,2025-11-08 16:45:00,119.16,10517.0,India,357.48
507013,P1084,Building Blocks,Home & Kitchen,4,2025-11-08 16:52:00,88.38,12250.0,France,353.52
530364,P1088,USB Cable,Office,5,2025-11-08 16:55:00,19.48,11664.0,France,97.4
526303,P1088,USB Cable,Office,3,2025-11-08 16:58:00,18.81,10293.0,United Kingdom,56.43
510080,P1083,Board Game,Office,4,2025-11-08 17:07:00,43.41,10373.0,Italy,173.64
529695,P1115,Smart Watch,Sports,1,2025-11-08 17:35:00,129.95,12054.0,Spain,129.95
504989,P1055,Board Game,Office,2,2025-11-08 17:44:00,1.79,12297.0,United Kingdom,3.58
518131,P1037,Water Bottle,Sports,3,2025-11-08 17:44:00,37.53,11381.0,India,112.59
512377,P1057,Wireless Headphones,Fashion,5,2025-11-08 17:55:00,66.98,11122.0,India,334.9
522197,P1070,Yoga Mat,Beauty,3,2025-11-08 18:07:00,58.31,11316.0,United Kingdom,174.93
525438,P1086,Bluetooth Speaker,Books,3,2025-11-08 18:11:00,44.01,10376.0,United States,132.03
525913,P1007,Wireless Mouse,Books,3,2025-11-08 18:29:00,11.5,11907.0,United Kingdom,34.5
503730,P1016,Jeans,Fashion,6,2025-11-08 18:30:00,57.24,11162.0,United States,343.44
524583,P1092,Desk Lamp,Books,5,2025-11-08 18:58:00,34.78,12473.0,Germany,173.9
530560,P1006,Keyboard,Sports,3,2025-11-08 19:05:00,106.7,10762.0,India,320.1
506287,P1114,Bluetooth Speaker,Fashion,2,2025-11-08 19:27:00,52.45,11902.0,Netherlands,104.9
523050,P1101,Face Wash,Beauty,6,2025-11-08 20:01:00,56.77,12221.0,India,340.62
510196,P1097,Running Shoes,Office,5,2025-11-08 20:17:00,57.62,11755.0,India,288.1
505550,P1099,T-Shirt,Fashion,3,2025-11-08 20:28:00,95.4,12367.0,United Kingdom,286.2
513369,P1114,Bluetooth Speaker,Fashion,5,2025-11-08 20:47:00,49.94,10325.0,United States,249.7
509447,P1116,USB Cable,Fashion,2,2025-11-08 20:56:00,15.1,10013.0,Germany,30.2
509544,P1113,Wireless Headphones,Fashion,6,2025-11-08 21:12:00,109.78,10432.0,India,658.68
505057,P1004,USB Cable,Electronics,2,2025-11-08 21:14:00,82.14,11503.0,India,164.28
524951,P1113,Wireless Headphones,Fashion,6,2025-11-08 21:29:00,93.46,11289.0,India,560.76
520278,P1054,Study Guide,Beauty,2,2025-11-08 21:53:00,72.08,12255.0,United Kingdom,144.16
509157,P1044,Jeans,Toys,1,2025-11-09 08:05:00,53.68,11510.0,Germany,53.68
518993,P1093,Water Bottle,Sports,5,2025-11-09 08:09:00,114.92,10379.0,India,574.6
521960,P1093,Water Bottle,Sports,5,2025-11-09 08:18:00,124.2,12229.0,Germany,621.0
503957,P1082,Study Guide,Home & Kitchen,4,2025-11-09 08:25:00,103.65,12314.0,India,414.6
505129,P1053,Novel,Sports,2,2025-11-09 08:57:00,54.48,10586.0,United Kingdom,108.96
502709,P1007,Wireless Mouse,Books,2,2025-11-09 09:01:00,10.63,10194.0,Germany,21.26
522514,P1023,Coffee Mug,Electronics,5,2025-11-09 09:16:00,95.61,10181.0,India,478.05
519110,P1035,Wireless Mouse,Books,5,2025-11-09 09:34:00,42.22,10783.0,France,211.1
520380,P1062,Keyboard,Office,3,2025-11-09 09:36:00,29.54,11477.0,India,88.62
512077,P1063,Wireless Mouse,Office,1,2025-11-09 09:42:00,44.25,10127.0,Netherlands,44.25
505909,P1113,Wireless Headphones,Fashion,2,2025-11-09 10:00:00,102.24,10493.0,United States,204.48
516034,P1053,Novel,Sports,3,2025-11-09 10:12:00,68.37,10443.0,India,205.11
500805,P1054,Study Guide,Beauty,2,2025-11-09 10:15:00,68.85,11724.0,Australia,137.7
520214,P1082,Study Guide,Home & Kitchen,5,2025-11-09 10:21:00,108.86,10992.0,Australia,544.3
508662,P1055,Board Game,Office,5,2025-11-09 10:24:00,2.16,10471.0,United Kingdom,10.8
508557,P1118,Keyboard,Fashion,4,2025-11-09 10:26:00,132.57,12487.0,United States,530.28
500922,P1061,Power Bank,Home & Kitchen,2,2025-11-09 10:32:00,33.56,12449.0,India,67.12
528222,P1111,Board Game,Office,5,2025-11-09 10:36:00,38.77,11789.0,United Kingdom,193.85
514822,P1119,Wireless Mouse,Fashion,2,2025-11-09 10:39:00,109.34,11394.0,France,218.68
508586,P1090,Keyboard,Office,2,2025-11-09 10:45:00,51.68,10710.0,United States,103.36
529602,P1074,Moisturizer,Home & Kitchen,3,2025-11-09 10:48:00,9.45,11459.0,United Kingdom,28.35
502996,P1116,USB Cable,Fashion,2,2025-11-09 10:49:00,16.58,12171.0,India,33.16
518869,P1068,Pen Set,Toys,2,2025-11-09 10:55:00,77.66,10184.0,France,155.32
530468,P1083,Board Game,Office,3,2025-11-09 11:20:00,41.12,11078.0,Spain,123.36
526206,P1023,Coffee Mug,Electronics,1,2025-11-09 11:21:00,96.52,11475.0,France,96.52
511871,P1074,Moisturizer,Home & Kitchen,2,2025-11-09 11:39:00,9.97,11447.0,India,19.94
516967,P1006,Keyboard,Sports,5,2025-11-09 11:39:00,115.37,10249.0,India,576.85
528590,P1007,Wireless Mouse,Books,2,2025-11-09 11:50:00,11.96,11707.0,France,23.92
501827,P1011,Notebook,Electronics,2,2025-11-09 12:12:00,57.42,10507.0,Germany,114.84
506158,P1012,Pen Set,Electronics,2,2025-11-09 12:17:00,153.75,10570.0,United States,307.5
515310,P1005,Power Bank,Sports,3,2025-11-09 12:19:00,111.31,10543.0,Australia,333.93
523715,P1119,Wireless Mouse,Fashion,3,2025-11-09 12:20:00,105.74,11224.0,India,317.22
521570,P1026,Study Guide,Office,2,2025-11-09 12:23:00,36.96,12300.0,India,73.92
518765,P1059,Smart Watch,Home & Kitchen,5,2025-11-09 12:26:00,44.85,11957.0,India,224.25
515512,P1099,T-Shirt,Fashion,3,2025-11-09 13:00:00,94.1,11770.0,United States,282.3
501396,P1071,T-Shirt,Fashion,2,2025-11-09 13:07:00,29.62,10643.0,India,59.24
528000,P1063,Wireless Mouse,Office,2,2025-11-09 13:10:00,44.28,11299.0,Spain,88.56
506129,P1020,Shampoo,Sports,1,2025-11-09 13:27:00,31.65,10482.0,United Kingdom,31.65
500281,P1074,Moisturizer,Home & Kitchen,6,2025-11-09 13:30:00,9.95,12427.0,France,59.7
522682,P1033,Power Bank,Fashion,3,2025-11-09 13:34:00,24.84,11940.0,India,74.52
509342,P1023,Coffee Mug,Electronics,2,2025-11-09 13:36:00,99.97,10026.0,India,199.94
516789,P1111,Board Game,Office,2,2025-11-09 13:38:00,39.28,11468.0,United Kingdom,78.56
500001,P1041,Running Shoes,Electronics,5,2025-11-09 13:49:00,112.38,12387.0,India,561.9
509630,P1088,USB Cable,Office,3,2025-11-09 13:56:00,18.79,11133.0,India,56.37
524754,P1011,Notebook,Electronics,4,2025-11-09 13:57:00,65.96,11288.0,India,263.84
529239,P1058,Bluetooth Speaker,Books,5,2025-11-09 14:13:00,14.25,11089.0,France,71.25
508348,P1056,Building Blocks,Office,2,2025-11-09 14:14:00,18.58,11069.0,United Kingdom,37.16
501253,P1090,Keyboard,Office,4,2025-11-09 14:15:00,48.43,10308.0,India,193.72
502104,P1104,Shampoo,Home & Kitchen,4,2025-11-09 14:16:00,24.54,10809.0,Netherlands,98.16
514772,P1052,Bedsheet,Home & Kitchen,3,2025-11-09 14:25:00,25.14,12118.0,Germany,75.42
517491,P1011,Notebook,Electronics,2,2025-11-09 14:28:00,54.32,10684.0,France,108.64
505179,P1083,Board Game,Office,3,2025-11-09 14:29:00,43.52,11351.0,India,130.56
506190,P1103,Lip Balm,Electronics,3,2025-11-09 15:01:00,63.5,11457.0,Germany,190.5
522423,P1119,Wireless Mouse,Fashion,2,2025-11-09 15:02:00,88.81,12226.0,Italy,177.62
520306,P1055,Board Game,Office,4,2025-11-09 15:08:00,2.44,10137.0,India,9.76
515863,P1098,Yoga Mat,Books,4,2025-11-09 15:34:00,6.93,11339.0,France,27.72
528581,P1021,Cookware Set,Sports,4,2025-11-09 15:57:00,97.77,12360.0,Italy,391.08
528299,P1083,Board Game,Office,1,2025-11-09 16:17:00,42.74,12134.0,France,42.74
501468,P1090,Keyboard,Office,4,2025-11-09 16:17:00,59.68,10840.0,United Kingdom,238.72
512127,P1009,Water Bottle,Fashion,4,2025-11-09 16:22:00,40.11,12107.0,Netherlands,160.44
510415,P1111,Board Game,Office,5,2025-11-09 16:53:00,42.22,12042.0,Germany,211.1
515180,P1098,Yoga Mat,Books,3,2025-11-09 16:56:00,7.53,10049.0,India,22.59
529892,P1118,Keyboard,Fashion,6,2025-11-09 16:57:00,118.91,10558.0,Germany,713.46
507257,P1099,T-Shirt,Fashion,3,2025-11-09 17:12:00,101.19,10139.0,India,303.57
512135,P1052,Bedsheet,Home & Kitchen,6,2025-11-09 17:41:00,23.41,12007.0,France,140.46
525849,P1107,Coffee Mug,Beauty,5,2025-11-09 17:46:00,49.31,11103.0,India,246.55
504265,P1112,Building Blocks,Electronics,2,2025-11-09 17:47:00,135.71,10274.0,India,271.42
530828,P1049,Cookware Set,Electronics,4,2025-11-09 17:51:00,50.5,10557.0,India,202.0
510052,P1031,Smart Watch,Beauty,2,2025-11-09 18:03:00,68.8,10274.0,India,137.6
500735,P1006,Keyboard,Sports,5,2025-11-09 18:20:00,135.47,10244.0,France,677.35
523361,P1005,Power Bank,Sports,2,2025-11-09 18:23:00,118.81,11394.0,Australia,237.62
520122,P1002,Bluetooth Speaker,Home & Kitchen,1,2025-11-09 18:25:00,135.29,11617.0,United Kingdom,135.29
504471,P1014,Yoga Mat,Toys,3,2025-11-09 18:38:00,62.47,11078.0,India,187.41
505312,P1014,Yoga Mat,Toys,5,2025-11-09 19:11:00,54.81,10525.0,Spain,274.05
513724,P1091,Wireless Mouse,Books,2,2025-11-09 19:16:00,19.51,12177.0,France,39.02
509605,P1059,Smart Watch,Home & Kitchen,2,2025-11-09 19:19:00,50.74,11803.0,France,101.48
527438,P1048,Shampoo,Books,4,2025-11-09 19:34:00,21.65,10385.0,United Kingdom,86.6
521705,P1110,Study Guide,Office,4,2025-11-09 19:37:00,42.77,10156.0,United Kingdom,171.08
527880,P1049,Cookware Set,Electronics,6,2025-11-09 19:42:00,47.94,10376.0,India,287.64
518361,P1098,Yoga Mat,Books,3,2025-11-09 19:48:00,6.78,12496.0,United Kingdom,20.34
505020,P1045,Face Wash,Beauty,2,2025-11-09 19:49:00,34.93,11994.0,United Kingdom,69.86
504572,P1119,Wireless Mouse,Fashion,5,2025-11-09 19:50:00,92.56,11192.0,India,462.8
527290,P1032,USB Cable,Home & Kitchen,3,2025-11-09 20:05:00,43.88,12271.0,India,131.64
524730,P1054,Study Guide,Beauty,3,2025-11-09 20:18:00,76.52,11420.0,United Kingdom,229.56
504077,P1088,USB Cable,Office,2,2025-11-09 20:57:00,20.94,10677.0,Spain,41.88
505304,P1087,Smart Watch,Fashion,3,2025-11-09 21:00:00,20.36,12328.0,United States,61.08
503593,P1004,USB Cable,Electronics,2,2025-11-09 21:01:00,89.62,11867.0,India,179.24
511109,P1104,Shampoo,Home & Kitchen,3,2025-11-09 21:15:00,22.59,10342.0,India,67.77
500774,P1056,Building Blocks,Office,3,2025-11-09 21:32:00,21.75,10140.0,United Kingdom,65.25
509410,P1116,USB Cable,Fashion,4,2025-11-09 21:42:00,18.65,10413.0,Germany,74.6
525021,P1047,Lip Balm,Fashion,4,2025-11-09 21:45:00,48.46,10940.0,Australia,193.84
525143,P1066,Backpack,Toys,2,2025-11-09 21:52:00,76.48,11418.0,India,152.96
526624,P1060,USB Cable,Fashion,4,2025-11-09 21:57:00,59.59,12054.0,Germany,238.36
523210,P1007,Wireless Mouse,Books,4,2025-11-09 21:57:00,9.81,12275.0,Germany,39.24
505294,P1087,Smart Watch,Fashion,1,2025-11-09 21:57:00,21.08,11276.0,India,21.08
524181,P1066,Backpack,Toys,4,2025-11-10 08:04:00,78.65,12430.0,United Kingdom,314.6
518091,P1036,Desk Lamp,Office,2,2025-11-10 08:16:00,15.44,11043.0,United Kingdom,30.88
521554,P1080,Bedsheet,Beauty,1,2025-11-10 08:31:00,56.07,12051.0,India,56.07
520981,P1104,Shampoo,Home & Kitchen,1,2025-11-10 08:33:00,21.19,12019.0,Italy,21.19
524168,P1042,Yoga Mat,Beauty,3,2025-11-10 08:37:00,80.38,10529.0,India,241.14
518610,P1096,Pen Set,Beauty,3,2025-11-10 08:39:00,59.74,10190.0,India,179.22
502462,P1053,Novel,Sports,3,2025-11-10 08:56:00,55.06,11667.0,India,165.18
523210,P1107,Coffee Mug,Beauty,1,2025-11-10 08:57:00,47.45,12139.0,United Kingdom,47.45
522970,P1023,Coffee Mug,Electronics,4,2025-11-10 09:01:00,85.08,10772.0,United Kingdom,340.32
502609,P1018,Moisturizer,Office,2,2025-11-10 09:05:00,55.2,11024.0,India,110.4
514204,P1097,Running Shoes,Office,4,2025-11-10 09:08:00,56.43,12445.0,Netherlands,225.72
522543,P1061,Power Bank,Home & Kitchen,2,2025-11-10 09:20:00,29.09,10927.0,France,58.18
526431,P1092,Desk Lamp,Books,2,2025-11-10 09:38:00,32.85,11586.0,India,65.7
505391,P1073,Face Wash,Home & Kitchen,7,2025-11-10 09:44:00,67.55,10437.0,France,472.85
516673,P1018,Moisturizer,Office,4,2025-11-10 09:52:00,63.59,12322.0,India,254.36
511870,P1026,Study Guide,Office,2,2025-11-10 10:02:00,35.59,10550.0,India,71.18
503877,P1072,Jeans,Beauty,2,2025-11-10 10:02:00,21.47,10298.0,Spain,42.94
509087,P1048,Shampoo,Books,5,2025-11-10 10:18:00,20.29,11569.0,India,101.45
507208,P1021,Cookware Set,Sports,5,2025-11-10 10:18:00,118.58,11513.0,India,592.9
528035,P1024,Bedsheet,Toys,4,2025-11-10 10:31:00,86.55,11464.0,India,346.2
510726,P1096,Pen Set,Beauty,4,2025-11-10 10:44:00,59.15,12035.0,India,236.6
522123,P1011,Notebook,Electronics,3,2025-11-10 10:52:00,64.64,12446.0,Italy,193.92
531008,P1070,Yoga Mat,Beauty,2,2025-11-10 11:06:00,64.45,10102.0,Spain,128.9
520724,P1041,Running Shoes,Electronics,2,2025-11-10 11:08:00,111.86,11252.0,India,223.72
508575,P1020,Shampoo,Sports,3,2025-11-10 11:18:00,31.0,12309.0,Germany,93.0
523644,P1057,Wireless Headphones,Fashion,3,2025-11-10 11:20:00,71.93,10511.0,India,215.79
527010,P1053,Novel,Sports,5,2025-11-10 11:20:00,55.05,11141.0,Canada,275.25
512580,P1022,Storage Box,Office,2,2025-11-10 11:24:00,3.89,12497.0,India,7.78
516217,P1087,Smart Watch,Fashion,4,2025-11-10 11:25:00,18.09,11569.0,United Kingdom,72.36
524221,P1101,Face Wash,Beauty,3,2025-11-10 11:41:00,60.87,10177.0,Germany,182.61
503330,P1065,Water Bottle,Office,2,2025-11-10 11:42:00,6.86,10353.0,India,13.72
509825,P1082,Study Guide,Home & Kitchen,1,2025-11-10 11:49:00,91.11,11677.0,India,91.11
506255,P1018,Moisturizer,Office,1,2025-11-10 11:55:00,56.34,10848.0,Australia,56.34
505831,P1110,Study Guide,Office,4,2025-11-10 12:16:00,47.05,10783.0,India,188.2
500889,P1065,Water Bottle,Office,3,2025-11-10 12:20:00,6.35,11138.0,India,19.05
521502,P1110,Study Guide,Office,2,2025-11-10 12:22:00,38.73,11110.0,India,77.46
513192,P1038,Backpack,Electronics,4,2025-11-10 12:28:00,51.76,12468.0,India,207.04
503391,P1017,Face Wash,Books,5,2025-11-10 12:29:00,38.38,12204.0,India,191.9
509609,P1020,Shampoo,Sports,6,2025-11-10 12:37:00,26.58,12061.0,India,159.48
514520,P1001,Wireless Headphones,Electronics,3,2025-11-10 12:46:00,99.6,10841.0,United Kingdom,298.8
529557,P1089,Power Bank,Home & Kitchen,1,2025-11-10 12:52:00,15.13,12009.0,India,15.13
517159,P1076,Shampoo,Fashion,3,2025-11-10 13:01:00,94.11,11097.0,India,282.33
525407,P1072,Jeans,Beauty,5,2025-11-10 13:03:00,19.96,11540.0,United Kingdom,99.8
515021,P1076,Shampoo,Fashion,3,2025-11-10 13:18:00,75.91,10325.0,India,227.73
517553,P1005,Power Bank,Sports,5,2025-11-10 13:18:00,126.51,11978.0,India,632.55
512605,P1008,Desk Lamp,Fashion,2,2025-11-10 13:22:00,71.87,12266.0,India,143.74
520150,P1039,Notebook,Home & Kitchen,4,2025-11-10 13:30:00,118.28,11223.0,India,473.12
522240,P1051,Coffee Mug,Sports,2,2025-11-10 13:40:00,114.46,10376.0,India,228.92
526035,P1096,Pen Set,Beauty,3,2025-11-10 13:43:00,59.96,11365.0,India,179.88
518276,P1010,Backpack,Beauty,5,2025-11-10 13:46:00,57.28,10076.0,Canada,286.4
500112,P1092,Desk Lamp,Books,1,2025-11-10 13:53:00,31.75,11168.0,Italy,31.75
519498,P1010,Backpack,Beauty,3,2025-11-10 14:18:00,54.47,10177.0,Germany,163.41
509503,P1078,Storage Box,Sports,2,2025-11-10 14:26:00,19.55,11168.0,United Kingdom,39.1
501392,P1066,Backpack,Toys,2,2025-11-10 14:35:00,84.5,12310.0,France,169.0
530873,P1045,Face Wash,Beauty,4,2025-11-10 14:44:00,38.83,11698.0,United Kingdom,155.32
528746,P1066,Backpack,Toys,1,2025-11-10 15:17:00,81.3,11347.0,United Kingdom,81.3
528152,P1011,Notebook,Electronics,3,2025-11-10 15:36:00,65.81,10066.0,India,197.43
502699,P1063,Wireless Mouse,Office,1,2025-11-10 15:43:00,47.6,12150.0,India,47.6
517280,P1065,Water Bottle,Office,4,2025-11-10 16:15:00,6.92,10642.0,France,27.68
524582,P1115,Smart Watch,Sports,3,2025-11-10 16:34:00,95.92,10853.0,United Kingdom,287.76
510493,P1067,Notebook,Home & Kitchen,2,2025-11-10 16:57:00,27.26,10586.0,France,54.52
517831,P1077,Cookware Set,Office,2,2025-11-10 16:59:00,51.46,11211.0,United Kingdom,102.92
514236,P1119,Wireless Mouse,Fashion,4,2025-11-10 17:02:00,102.76,12389.0,United Kingdom,411.04
511193,P1063,Wireless Mouse,Office,2,2025-11-10 17:06:00,45.16,10985.0,India,90.32
506686,P1092,Desk Lamp,Books,3,2025-11-10 17:27:00,32.64,12107.0,Australia,97.92
527282,P1091,Wireless Mouse,Books,4,2025-11-10 17:40:00,22.93,11501.0,India,91.72
501327,P1031,Smart Watch,Beauty,3,2025-11-10 17:48:00,78.59,10494.0,Netherlands,235.77
519265,P1037,Water Bottle,Sports,4,2025-11-10 17:56:00,40.49,12394.0,India,161.96
507954,P1115,Smart Watch,Sports,1,2025-11-10 18:05:00,104.32,11396.0,United States,104.32
503900,P1020,Shampoo,Sports,5,2025-11-10 18:09:00,29.99,11780.0,United States,149.95
518636,P1073,Face Wash,Home & Kitchen,3,2025-11-10 18:11:00,72.81,11346.0,United Kingdom,218.43
522530,P1068,Pen Set,Toys,1,2025-11-10 18:18:00,72.46,10942.0,France,72.46
520410,P1103,Lip Balm,Electronics,3,2025-11-10 18:26:00,66.59,12423.0,United Kingdom,199.77
505604,P1002,Bluetooth Speaker,Home & Kitchen,4,2025-11-10 18:29:00,126.29,11477.0,Germany,505.16
522354,P1099,T-Shirt,Fashion,4,2025-11-10 18:30:00,104.4,11424.0,United Kingdom,417.6
